Macpherson  Item #,Item Category,Mac  ID Reference,Description,UOM,Copic Item No/ UPC,Currency,Incremental MOQ
CMSCF4,Copic Sketch Set,CMSCF4,SKETCH MRKR FUSION 3PC #4,EA,4511338053553,USD,1
CMSCF5,Copic Sketch Set,CMSCF5,SKETCH MRKR FUSION 3PC #5,EA,4511338053560,USD,1
CMSCF6,Copic Sketch Set,CMSCF6,SKETCH MRKR FUSION 3PC #6,EA,4511338053577,USD,1
CMSBOLDPRI,Copic Sketch Set,CMSBOLDPRI,SKETCH MRKR BOLD PRIMS 6PC SET,EA,4511338059135,USD,1
CMSPORT1,Copic Sketch Set,CMSPORT1,SKETCH MRKR 6PC SET PORTRAIT,EA,4511338062944,USD,1
CMSCG12V2,Copic Sketch Set,CMSCG12V2,SKETCH MRKR 12PC CL GRY SET V2,EA,4511338063125,USD,1
CMSWG12V2,Copic Sketch Set,CMSWG12V2,SKETCH MRKR 12PC WM GRY SET V2,EA,4511338063132,USD,1
CMSB12V2,Copic Sketch Set,CMSB12V2,SKETCH MRKR 12PC BASIC SET V2,EA,4511338063149,USD,1
CMSB36V2,Copic Sketch Set,CMSB36V2,SKETCH MRKR 36PC BASIC SET V2,EA,4511338063156,USD,1
CMS72AV2,Copic Sketch Set,CMS72AV2,SKETCH MRKR 72PC SET A V2,EA,4511338063163,USD,1
CMS72BV2,Copic Sketch Set,CMS72BV2,SKETCH MRKR 72PC SET B V2,EA,4511338063170,USD,1
CMS72CV2,Copic Sketch Set,CMS72CV2,SKETCH MRKR 72PC SET C V2,EA,4511338063187,USD,1
CMS72DV2,Copic Sketch Set,CMS72DV2,SKETCH MRKR 72PC SET D V2,EA,4511338063194,USD,1
CMS72EV2,Copic Sketch Set,CMS72EV2,SKETCH MRKR 72PC SET E V2,EA,4511338063200,USD,1
CMSB24MV2,Copic Sketch Set,CMSB24MV2,SKETCH MRKR 24PC MANGA SET V2,EA,4511338063217,USD,1
CMMLSP003,MultiLiner,CMMLSP003,MULTILINER SP 0.03 PEN,EA,4511338041109,USD,12
CMMLSP005,MultiLiner,CMMLSP005,MULTILINER SP 0.05 PEN,EA,4511338041116,USD,12
CMMLSP01,MultiLiner,CMMLSP01,MULTILINER SP 0.1 PEN,EA,4511338041123,USD,12
CMMLSP02,MultiLiner,CMMLSP02,MULTILINER SP 0.2 PEN,EA,4511338041130,USD,12
CMMLSP025,MultiLiner,CMMLSP025,MULTILINER SP 0.25 PEN,EA,4511338041147,USD,12
CMMLSP03,MultiLiner,CMMLSP03,MULTILINER SP 0.3 PEN,EA,4511338041154,USD,12
CMMLSP035,MultiLiner,CMMLSP035,MULTILINER SP 0.35 PEN,EA,4511338041161,USD,12
CMMLSP05,MultiLiner,CMMLSP05,MULTILINER SP 0.5 PEN,EA,4511338041178,USD,12
CMMLSP07,MultiLiner,CMMLSP07,MULTILINER SP 0.7 PEN,EA,4511338041185,USD,12
CMMLSPBS,MultiLiner,CMMLSPBS,MULTILINER SP BRUSH PEN,EA,4511338041192,USD,6
CMREFLCA,MultiLiner Access,CMREFLCA,MULTILINER SP REFILL A,EA,4511338041406,USD,10
CMREFLCB,MultiLiner Access,CMREFLCB,MULTILINER SP REFILL B,EA,4511338041413,USD,10
CMSPCHGR,MultiLiner Access,CMSPCHGR,MULTI LINER SP NIB CHANGE,EA,4511338041826,USD,10
CMMLA2,Multiliner Set,CMMLA2,MULTILINER SET A-2,EA,4511338041444,USD,1
CMMLSP10A,Multiliner Set,CMMLSP10A,MULTILINER SP 10 SET A,EA,4511338041901,USD,1
CMMLB2,Multiliner Set,CMMLB2,MULTILINER SET B-2,EA,4511338041949,USD,1
CMMLAFINE,Multiliner Set,CMMLAFINE,MULTILINER FINE A 4PC SET,EA,4511338052693,USD,1
CMMLBBROAD,MultiLiner Set,CMMLBBROAD,MULTILINER BROAD B 4PC SET,EA,4511338052709,USD,1
CMMLGRAY,Multiliner Set,CMMLGRAY,MULTILINER GRAY 4PC SET,EA,4511338052716,USD,1
CMMLSEPIA,Multiliner Set,CMMLSEPIA,MULTILINER SEPIA 4PC SET,EA,4511338052723,USD,1
CMLLAV4SET,Multiliner Set,CMLLAV4SET,MULTILINER LAVENDER 4PC SET,EA,4511338054253,USD,1
CMMLBC2SET,Multiliner Set,CMMLBC2SET,MULTILINER BLK CALLIGP 2PC SET,EA,4511338055175,USD,1
CMF01DP,Pen,CMF01DP,DRAWING PEN F01,EA,4511338019948,USD,12
CMF02DP,Pen,CMF02DP,DRAWING PEN F02,EA,4511338041970,USD,12
CMF01SDP,Pen,CMF01SDP,DRAWING PEN SEPIA F01,EA,4511338041987,USD,12
